year,juris,Program,Phase,published,recomputed,delta
2021,FL,SBIR,Phase I,113,117,4
2021,FL,SBIR,Phase II,75,76,1
2021,FL,STTR,Phase I,32,31,-1
2021,FL,STTR,Phase II,4,5,1
2021,GA,SBIR,Phase I,32,31,-1
2021,GA,SBIR,Phase II,21,23,2
2021,GA,STTR,Phase I,20,20,0
2021,GA,STTR,Phase II,10,10,0
2021,HI,SBIR,Phase I,41,40,-1
2021,HI,SBIR,Phase II,15,16,1
2021,HI,STTR,Phase I,4,4,0
2021,HI,STTR,Phase II,2,2,0
2021,IA,SBIR,Phase I,12,12,0
2021,IA,SBIR,Phase II,3,4,1
2021,IA,STTR,Phase I,5,5,0
2021,IA,STTR,Phase II,1,1,0
2021,ID,SBIR,Phase I,6,5,-1
2021,ID,SBIR,Phase II,4,4,0
2021,ID,STTR,Phase I,1,1,0
2021,ID,STTR,Phase II,0,0,0
2021,IL,SBIR,Phase I,79,80,1
2021,IL,SBIR,Phase II,45,48,3
2021,IL,STTR,Phase I,26,27,1
2021,IL,STTR,Phase II,7,7,0
2021,IN,SBIR,Phase I,36,38,2
2021,IN,SBIR,Phase II,17,16,-1
2021,IN,STTR,Phase I,21,23,2
2021,IN,STTR,Phase II,3,3,0
2021,KS,SBIR,Phase I,11,8,-3
2021,KS,SBIR,Phase II,4,4,0
2021,KS,STTR,Phase I,11,11,0
2021,KS,STTR,Phase II,1,1,0
2021,KY,SBIR,Phase I,20,20,0
2021,KY,SBIR,Phase II,5,5,0
2021,KY,STTR,Phase I,4,3,-1
2021,KY,STTR,Phase II,3,2,-1
2021,LA,SBIR,Phase I,16,15,-1
2021,LA,SBIR,Phase II,5,7,2
2021,LA,STTR,Phase I,9,8,-1
2021,LA,STTR,Phase II,1,1,0
2021,MA,SBIR,Phase I,324,330,6
2021,MA,SBIR,Phase II,244,239,-5
2021,MA,STTR,Phase I,81,78,-3
2021,MA,STTR,Phase II,25,27,2
2021,MD,SBIR,Phase I,148,156,8
2021,MD,SBIR,Phase II,93,99,6
2021,MD,STTR,Phase I,38,40,2
2021,MD,STTR,Phase II,13,14,1
2021,ME,SBIR,Phase I,9,8,-1
2021,ME,SBIR,Phase II,7,8,1
2021,ME,STTR,Phase I,0,0,0
2021,ME,STTR,Phase II,0,0,0
2021,MH,SBIR,Phase I,0,0,0
2021,MH,SBIR,Phase II,0,0,0
2021,MH,STTR,Phase I,0,0,0
2021,MH,STTR,Phase II,0,0,0
2021,MI,SBIR,Phase I,53,50,-3
2021,MI,SBIR,Phase II,29,29,0
2021,MI,STTR,Phase I,18,18,0
2021,MI,STTR,Phase II,9,8,-1
2021,MN,SBIR,Phase I,41,40,-1
2021,MN,SBIR,Phase II,21,24,3
2021,MN,STTR,Phase I,8,7,-1
2021,MN,STTR,Phase II,3,2,-1
2021,MO,SBIR,Phase I,19,22,3
2021,MO,SBIR,Phase II,22,20,-2
2021,MO,STTR,Phase I,6,6,0
2021,MO,STTR,Phase II,6,6,0
2021,MS,SBIR,Phase I,1,1,0
2021,MS,SBIR,Phase II,1,1,0
2021,MS,STTR,Phase I,0,0,0
2021,MS,STTR,Phase II,0,0,0
2021,MT,SBIR,Phase I,11,11,0
2021,MT,SBIR,Phase II,6,4,-2
2021,MT,STTR,Phase I,2,2,0
2021,MT,STTR,Phase II,3,3,0
2021,NC,SBIR,Phase I,115,128,13
2021,NC,SBIR,Phase II,75,80,5
2021,NC,STTR,Phase I,31,32,1
2021,NC,STTR,Phase II,6,7,1
2021,ND,SBIR,Phase I,1,1,0
2021,ND,SBIR,Phase II,0,1,1
2021,ND,STTR,Phase I,0,0,0
2021,ND,STTR,Phase II,0,0,0
2021,NE,SBIR,Phase I,5,5,0
2021,NE,SBIR,Phase II,4,4,0
2021,NE,STTR,Phase I,2,2,0
2021,NE,STTR,Phase II,0,0,0
2021,NH,SBIR,Phase I,35,34,-1
2021,NH,SBIR,Phase II,23,24,1
2021,NH,STTR,Phase I,6,6,0
2021,NH,STTR,Phase II,2,2,0
2021,NJ,SBIR,Phase I,56,60,4
2021,NJ,SBIR,Phase II,47,50,3
2021,NJ,STTR,Phase I,22,22,0
2021,NJ,STTR,Phase II,8,8,0
2021,NM,SBIR,Phase I,49,48,-1
2021,NM,SBIR,Phase II,21,21,0
2021,NM,STTR,Phase I,9,9,0
2021,NM,STTR,Phase II,1,1,0
2021,NV,SBIR,Phase I,8,7,-1
2021,NV,SBIR,Phase II,2,2,0
2021,NV,STTR,Phase I,0,2,2
2021,NV,STTR,Phase II,2,2,0
2021,NY,SBIR,Phase I,142,143,1
2021,NY,SBIR,Phase II,89,85,-4
2021,NY,STTR,Phase I,46,48,2
2021,NY,STTR,Phase II,12,15,3
2021,OH,SBIR,Phase I,135,134,-1
2021,OH,SBIR,Phase II,76,75,-1
2021,OH,STTR,Phase I,76,74,-2
2021,OH,STTR,Phase II,27,26,-1
2021,OK,SBIR,Phase I,18,17,-1
2021,OK,SBIR,Phase II,8,8,0
2021,OK,STTR,Phase I,8,6,-2
2021,OK,STTR,Phase II,0,0,0
2021,OR,SBIR,Phase I,49,51,2
2021,OR,SBIR,Phase II,18,20,2
2021,OR,STTR,Phase I,9,9,0
2021,OR,STTR,Phase II,5,6,1
2021,PA,SBIR,Phase I,115,120,5
2021,PA,SBIR,Phase II,80,74,-6
2021,PA,STTR,Phase I,32,33,1
2021,PA,STTR,Phase II,13,13,0
2021,PR,SBIR,Phase I,2,2,0
2021,PR,SBIR,Phase II,0,0,0
2021,PR,STTR,Phase I,0,0,0
2021,PR,STTR,Phase II,0,0,0
2021,RI,SBIR,Phase I,10,12,2
2021,RI,SBIR,Phase II,8,10,2
2021,RI,STTR,Phase I,4,4,0
2021,RI,STTR,Phase II,2,1,-1
2021,SC,SBIR,Phase I,14,13,-1
2021,SC,SBIR,Phase II,10,12,2
2021,SC,STTR,Phase I,12,12,0
2021,SC,STTR,Phase II,4,4,0
2021,SD,SBIR,Phase I,2,2,0
2021,SD,SBIR,Phase II,2,1,-1
2021,SD,STTR,Phase I,3,2,-1
2021,SD,STTR,Phase II,1,1,0
2021,TN,SBIR,Phase I,19,21,2
2021,TN,SBIR,Phase II,18,16,-2
2021,TN,STTR,Phase I,12,11,-1
2021,TN,STTR,Phase II,3,3,0
2021,TX,SBIR,Phase I,206,216,10
2021,TX,SBIR,Phase II,99,105,6
2021,TX,STTR,Phase I,60,61,1
2021,TX,STTR,Phase II,15,14,-1
2021,UT,SBIR,Phase I,35,38,3
2021,UT,SBIR,Phase II,20,22,2
2021,UT,STTR,Phase I,19,17,-2
2021,UT,STTR,Phase II,3,3,0
2021,VA,SBIR,Phase I,184,183,-1
2021,VA,SBIR,Phase II,134,137,3
2021,VA,STTR,Phase I,53,52,-1
2021,VA,STTR,Phase II,20,22,2
2021,VT,SBIR,Phase I,9,10,1
2021,VT,SBIR,Phase II,5,4,-1
2021,VT,STTR,Phase I,1,1,0
2021,VT,STTR,Phase II,0,0,0
2021,WA,SBIR,Phase I,80,84,4
2021,WA,SBIR,Phase II,45,42,-3
2021,WA,STTR,Phase I,19,20,1
2021,WA,STTR,Phase II,5,5,0
2021,WI,SBIR,Phase I,32,33,1
2021,WI,SBIR,Phase II,8,8,0
2021,WI,STTR,Phase I,3,4,1
2021,WI,STTR,Phase II,1,1,0
2021,WV,SBIR,Phase I,3,2,-1
2021,WV,SBIR,Phase II,1,1,0
2021,WV,STTR,Phase I,4,4,0
2021,WV,STTR,Phase II,1,1,0
2021,WY,SBIR,Phase I,8,12,4
2021,WY,SBIR,Phase II,0,1,1
2021,WY,STTR,Phase I,2,1,-1
2021,WY,STTR,Phase II,0,0,0
2022,AK,SBIR,Phase I,2,2,0
2022,AK,SBIR,Phase II,3,3,0
2022,AK,STTR,Phase I,1,1,0
2022,AK,STTR,Phase II,0,0,0
2022,AL,SBIR,Phase I,81,82,1
2022,AL,SBIR,Phase II,41,44,3
2022,AL,STTR,Phase I,26,26,0
2022,AL,STTR,Phase II,11,11,0
2022,AR,SBIR,Phase I,13,13,0
2022,AR,SBIR,Phase II,3,4,1
2022,AR,STTR,Phase I,1,1,0
2022,AR,STTR,Phase II,2,2,0
2022,AZ,SBIR,Phase I,60,59,-1
2022,AZ,SBIR,Phase II,46,46,0
2022,AZ,STTR,Phase I,27,23,-4
2022,AZ,STTR,Phase II,7,7,0
2022,CA,SBIR,Phase I,594,595,1
2022,CA,SBIR,Phase II,498,500,2
2022,CA,STTR,Phase I,124,125,1
2022,CA,STTR,Phase II,60,59,-1
2022,CO,SBIR,Phase I,146,149,3
2022,CO,SBIR,Phase II,115,121,6
2022,CO,STTR,Phase I,39,44,5
2022,CO,STTR,Phase II,14,15,1
2022,CT,SBIR,Phase I,49,49,0
2022,CT,SBIR,Phase II,21,21,0
2022,CT,STTR,Phase I,11,12,1
2022,CT,STTR,Phase II,3,3,0
2022,DC,SBIR,Phase I,15,12,-3
2022,DC,SBIR,Phase II,9,12,3
2022,DC,STTR,Phase I,4,2,-2
2022,DC,STTR,Phase II,1,2,1
2022,DE,SBIR,Phase I,20,16,-4
2022,DE,SBIR,Phase II,14,11,-3
2022,DE,STTR,Phase I,9,9,0
2022,DE,STTR,Phase II,2,2,0
2022,FL,SBIR,Phase I,83,90,7
2022,FL,SBIR,Phase II,89,94,5
2022,FL,STTR,Phase I,42,45,3
2022,FL,STTR,Phase II,12,13,1
2022,GA,SBIR,Phase I,29,31,2
2022,GA,SBIR,Phase II,28,29,1
2022,GA,STTR,Phase I,21,21,0
2022,GA,STTR,Phase II,5,5,0
2022,HI,SBIR,Phase I,20,20,0
2022,HI,SBIR,Phase II,19,19,0
2022,HI,STTR,Phase I,4,4,0
2022,HI,STTR,Phase II,3,3,0
2022,IA,SBIR,Phase I,14,14,0
2022,IA,SBIR,Phase II,4,4,0
2022,IA,STTR,Phase I,2,2,0
2022,IA,STTR,Phase II,0,0,0
2022,ID,SBIR,Phase I,9,8,-1
2022,ID,SBIR,Phase II,5,3,-2
2022,ID,STTR,Phase I,2,2,0
2022,ID,STTR,Phase II,1,1,0
2022,IL,SBIR,Phase I,60,65,5
2022,IL,SBIR,Phase II,56,57,1
2022,IL,STTR,Phase I,17,19,2
2022,IL,STTR,Phase II,14,16,2
2022,IN,SBIR,Phase I,22,22,0
2022,IN,SBIR,Phase II,21,23,2
2022,IN,STTR,Phase I,13,13,0
2022,IN,STTR,Phase II,5,5,0
2022,KS,SBIR,Phase I,8,7,-1
2022,KS,SBIR,Phase II,8,8,0
2022,KS,STTR,Phase I,5,5,0
2022,KS,STTR,Phase II,0,0,0
2022,KY,SBIR,Phase I,13,13,0
2022,KY,SBIR,Phase II,11,11,0
2022,KY,STTR,Phase I,7,5,-2
2022,KY,STTR,Phase II,5,5,0
2022,LA,SBIR,Phase I,10,10,0
2022,LA,SBIR,Phase II,12,12,0
2022,LA,STTR,Phase I,10,10,0
2022,LA,STTR,Phase II,2,2,0
2022,MA,SBIR,Phase I,299,303,4
2022,MA,SBIR,Phase II,234,235,1
2022,MA,STTR,Phase I,72,73,1
2022,MA,STTR,Phase II,29,30,1
2022,MD,SBIR,Phase I,104,110,6
2022,MD,SBIR,Phase II,84,82,-2
2022,MD,STTR,Phase I,34,40,6
2022,MD,STTR,Phase II,11,9,-2
2022,ME,SBIR,Phase I,4,4,0
2022,ME,SBIR,Phase II,2,2,0
2022,ME,STTR,Phase I,1,1,0
2022,ME,STTR,Phase II,0,0,0
2022,MI,SBIR,Phase I,53,54,1
2022,MI,SBIR,Phase II,44,42,-2
2022,MI,STTR,Phase I,22,22,0
2022,MI,STTR,Phase II,7,7,0
2022,MN,SBIR,Phase I,35,35,0
2022,MN,SBIR,Phase II,31,33,2
2022,MN,STTR,Phase I,15,14,-1
2022,MN,STTR,Phase II,5,4,-1
2022,MO,SBIR,Phase I,18,19,1
2022,MO,SBIR,Phase II,17,18,1
2022,MO,STTR,Phase I,8,7,-1
2022,MO,STTR,Phase II,4,3,-1
2022,MS,SBIR,Phase I,1,1,0
2022,MS,SBIR,Phase II,0,0,0
2022,MS,STTR,Phase I,0,0,0
2022,MS,STTR,Phase II,1,1,0
2022,MT,SBIR,Phase I,10,10,0
2022,MT,SBIR,Phase II,8,8,0
2022,MT,STTR,Phase I,5,4,-1
2022,MT,STTR,Phase II,2,2,0
2022,NC,SBIR,Phase I,84,92,8
2022,NC,SBIR,Phase II,74,80,6
2022,NC,STTR,Phase I,35,33,-2
2022,NC,STTR,Phase II,9,9,0
2022,ND,SBIR,Phase I,1,2,1
2022,ND,SBIR,Phase II,0,0,0
2022,ND,STTR,Phase I,0,0,0
2022,ND,STTR,Phase II,0,0,0
2022,NE,SBIR,Phase I,5,4,-1
2022,NE,SBIR,Phase II,6,6,0
2022,NE,STTR,Phase I,0,0,0
2022,NE,STTR,Phase II,1,1,0
2022,NH,SBIR,Phase I,33,34,1
2022,NH,SBIR,Phase II,33,31,-2
2022,NH,STTR,Phase I,16,16,0
2022,NH,STTR,Phase II,1,1,0
2022,NJ,SBIR,Phase I,41,42,1
2022,NJ,SBIR,Phase II,41,45,4
2022,NJ,STTR,Phase I,19,21,2
2022,NJ,STTR,Phase II,6,6,0
2022,NM,SBIR,Phase I,30,30,0
2022,NM,SBIR,Phase II,25,25,0
2022,NM,STTR,Phase I,8,8,0
2022,NM,STTR,Phase II,8,7,-1
2022,NV,SBIR,Phase I,4,5,1
2022,NV,SBIR,Phase II,3,4,1
2022,NV,STTR,Phase I,2,3,1
2022,NV,STTR,Phase II,1,1,0
2022,NY,SBIR,Phase I,136,136,0
2022,NY,SBIR,Phase II,116,113,-3
2022,NY,STTR,Phase I,36,34,-2
2022,NY,STTR,Phase II,14,15,1
2022,OH,SBIR,Phase I,116,114,-2
2022,OH,SBIR,Phase II,83,83,0
2022,OH,STTR,Phase I,45,45,0
2022,OH,STTR,Phase II,19,21,2
2022,OK,SBIR,Phase I,9,10,1
2022,OK,SBIR,Phase II,7,6,-1
2022,OK,STTR,Phase I,5,4,-1
2022,OK,STTR,Phase II,6,5,-1
2022,OR,SBIR,Phase I,39,38,-1
2022,OR,SBIR,Phase II,23,23,0
2022,OR,STTR,Phase I,9,8,-1
2022,OR,STTR,Phase II,1,1,0
2022,PA,SBIR,Phase I,114,109,-5
2022,PA,SBIR,Phase II,105,102,-3
2022,PA,STTR,Phase I,33,34,1
2022,PA,STTR,Phase II,12,12,0
2022,PR,SBIR,Phase I,4,4,0
2022,PR,SBIR,Phase II,1,1,0
2022,PR,STTR,Phase I,0,0,0
2022,PR,STTR,Phase II,0,0,0
2022,RI,SBIR,Phase I,14,13,-1
2022,RI,SBIR,Phase II,5,6,1
2022,RI,STTR,Phase I,4,4,0
2022,RI,STTR,Phase II,1,0,-1
2022,SC,SBIR,Phase I,14,16,2
2022,SC,SBIR,Phase II,13,13,0
2022,SC,STTR,Phase I,13,14,1
2022,SC,STTR,Phase II,1,2,1
2022,SD,SBIR,Phase I,5,4,-1
2022,SD,SBIR,Phase II,2,1,-1
2022,SD,STTR,Phase I,1,1,0
2022,SD,STTR,Phase II,2,2,0
2022,TN,SBIR,Phase I,17,16,-1
2022,TN,SBIR,Phase II,17,16,-1
2022,TN,STTR,Phase I,14,14,0
2022,TN,STTR,Phase II,6,6,0
2022,TX,SBIR,Phase I,174,179,5
2022,TX,SBIR,Phase II,138,143,5
2022,TX,STTR,Phase I,73,72,-1
2022,TX,STTR,Phase II,22,21,-1
2022,UT,SBIR,Phase I,46,47,1
2022,UT,SBIR,Phase II,27,29,2
2022,UT,STTR,Phase I,11,11,0
2022,UT,STTR,Phase II,7,7,0
2022,VA,SBIR,Phase I,168,165,-3
2022,VA,SBIR,Phase II,135,132,-3
2022,VA,STTR,Phase I,58,57,-1
2022,VA,STTR,Phase II,18,19,1
2022,VT,SBIR,Phase I,4,4,0
2022,VT,SBIR,Phase II,7,8,1
2022,VT,STTR,Phase I,2,2,0
2022,VT,STTR,Phase II,1,1,0
2022,WA,SBIR,Phase I,60,57,-3
2022,WA,SBIR,Phase II,53,52,-1
2022,WA,STTR,Phase I,15,14,-1
2022,WA,STTR,Phase II,12,12,0
2022,WI,SBIR,Phase I,26,26,0
2022,WI,SBIR,Phase II,20,19,-1
2022,WI,STTR,Phase I,8,8,0
2022,WI,STTR,Phase II,2,3,1
2022,WV,SBIR,Phase I,2,3,1
2022,WV,SBIR,Phase II,4,4,0
2022,WV,STTR,Phase I,2,2,0
2022,WV,STTR,Phase II,0,0,0
2022,WY,SBIR,Phase I,9,8,-1
2022,WY,SBIR,Phase II,7,8,1
2022,WY,STTR,Phase I,1,2,1
2022,WY,STTR,Phase II,0,0,0
